EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,REGION,addr,Lat,Lng,STREET_new,ZIP_5,Coord
160998159,CHENANGO UNITED WAY INC,,83 NORTH BROAD STREET FRONT SUITE,NORWICH,NY,13815-1362,0,3,3,1000,195602,1,15,600000000,1,1,201712.0,6,5,1,0,12,1761551.0,977209.0,529812.0,T70,,Northeast Area,"83 NORTH BROAD STREET FRONT SUITE, NORWICH, NY, 13815",44.933143,7.540121,83 NORTH BROAD STREET FRONT SUITE,13815,
161006098,UNITED WAY OF WAYNE COUNTY INC,,165 E UNION ST,NEWARK,NY,14513-1559,9192,3,9,1000,198703,1,15,600000000,1,1,,0,0,1,0,3,,,,,,Northeast Area,"165 E UNION ST, NEWARK, NY, 14513",43.0476254,-77.0718824,165 E UNION ST,14513,"(43.0476254, -77.0718824)"
161015782,UNITED WAY OF GREATER ROCHESTER INC,,75 COLLEGE AVE,ROCHESTER,NY,14607-1009,9192,3,6,1000,198703,1,15,600000000,1,1,201703.0,9,8,1,0,3,148376550.0,40274939.0,32144986.0,T700,999,Northeast Area,"75 COLLEGE AVE, ROCHESTER, NY, 14607",43.1593136,-77.5869615,75 COLLEGE AVE,14607,"(43.1593136, -77.5869615)"
161075480,UNITED WAY SERVICES CORPORATION,,75 COLLEGE AVE,ROCHESTER,NY,14607-1009,0,3,3,1000,197610,1,15,124603000,1,1,201708.0,6,6,1,0,8,1638123.0,2089835.0,2089835.0,T70,,Northeast Area,"75 COLLEGE AVE, ROCHESTER, NY, 14607",43.1593136,-77.5869615,75 COLLEGE AVE,14607,"(43.1593136, -77.5869615)"
161451041,UNITED WAY OF THE SOUTHERN TIER INC,% CURTIS BAILEY,300 CIVIC CENTER PLAZA SUITE 2,CORNING,NY,14830-2846,0,3,3,1000,199507,1,15,602000000,1,1,201706.0,7,6,1,0,6,5598704.0,4703181.0,4301326.0,T30J,,Northeast Area,"300 CIVIC CENTER PLAZA, CORNING, NY, 14830",44.933143,7.540121,300 CIVIC CENTER PLAZA,14830,
166058903,UNITED WAY FOR CORTLAND COUNTY INC,,50 CLINTON AVE,CORTLAND,NY,13045-2116,0,3,3,1000,195803,1,15,927600000,1,1,201612.0,5,5,1,0,12,912350.0,535577.0,374600.0,T70Z,CYNTHIA Y EBERHART - EXEC DIR,Northeast Area,"50 CLINTON AVE, CORTLAND, NY, 13045",42.6016177,-76.1792554,50 CLINTON AVE,13045,"(42.6016177, -76.1792554)"
166064333,ALLEGANY COUNTY UNITED WAY INC,,99 NORTH MAIN STREET SUITE 3,WELLSVILLE,NY,14895-1249,0,3,3,1000,196001,1,15,602000000,1,1,201803.0,4,4,1,0,3,482815.0,331030.0,331030.0,T70Z,,Northeast Area,"99 NORTH MAIN STREET, WELLSVILLE, NY, 14895",42.130764,-77.960415,99 NORTH MAIN STREET,14895,"(42.130764, -77.960415)"
166096352,UNITED WAY OF CATTARAUGUS COUNTY INC,,807 W STATE ST,OLEAN,NY,14760-2245,0,3,3,1000,198309,1,15,600601000,1,1,201803.0,5,3,1,0,3,524519.0,87503.0,87503.0,T70Z,,Northeast Area,"807 W STATE ST, OLEAN, NY, 14760",42.077104,-78.45822,807 W STATE ST,14760,"(42.077104, -78.45822)"
210683073,UNITED WAY OF GREATER MERCER COUNTY INC,,3150 BRUNSWICK PIKE NO 230,LAWRENCEVILLE,NJ,08648-2420,0,3,3,1000,193801,1,15,600902927,1,1,201706.0,6,6,1,0,6,3872266.0,3975435.0,3973255.0,T70Z,,Northeast Area,"3150 BRUNSWICK PIKE, LAWRENCEVILLE, NJ, 08648",44.933143,7.540121,3150 BRUNSWICK PIKE,08648,
216006822,UNITED WAY OF GLOUCESTER COUNTY,,454 CROWN POINT RD,WEST DEPTFORD,NJ,08086-2124,0,3,3,1000,196501,1,16,600927000,5,1,201806.0,6,6,1,0,6,3017462.0,1711863.0,1698928.0,T70Z,,Northeast Area,"454 CROWN POINT RD, WEST DEPTFORD, NJ, 08086",44.933143,7.540121,454 CROWN POINT RD,08086,
221487218,UNITED WAY OF HUDSON COUNTY,,857 BERGEN AVE,JERSEY CITY,NJ,07306-4405,0,3,3,1000,197103,1,15,927602000,1,1,201612.0,5,6,1,0,12,595388.0,2070068.0,1999791.0,T70Z,,Northeast Area,"857 BERGEN AVE, JERSEY CITY, NJ, 07306",40.7317111,-74.0641247,857 BERGEN AVE,07306,"(40.7317111, -74.0641247)"
221487247,UNITED WAY OF NORTHERN NEW JERSEY INC,,222 RIDGEDALE AVENUE,CEDAR KNOLLS,NJ,07927-2110,0,3,3,1000,195010,1,15,602000000,1,1,201706.0,7,8,1,0,6,8219404.0,10991917.0,10644409.0,T700,,Northeast Area,"222 RIDGEDALE AVENUE, CEDAR KNOLLS, NJ, 07927",40.810011,-74.458942,222 RIDGEDALE AVENUE,07927,"(40.810011, -74.458942)"
221520408,UNITED WAY OF CENTRAL JERSEY INC,,32 FORD AVE,MILLTOWN,NJ,08850-1532,0,3,3,1000,195803,1,15,602000000,1,1,201612.0,7,7,1,0,12,6335806.0,9721131.0,8533484.0,T70Z,,Northeast Area,"32 FORD AVE, MILLTOWN, NJ, 08850",40.450141,-74.440173,32 FORD AVE,08850,"(40.450141, -74.440173)"
221828435,UNITED WAY OF MONMOUTH AND OCEAN COUNTIES INC,,1415 WYCKOFF ROAD,FARMINGDALE,NJ,07727-3940,0,3,3,1000,196707,1,15,600000000,1,1,201706.0,6,6,1,0,6,2804426.0,3978352.0,3540820.0,,,Northeast Area,"1415 WYCKOFF ROAD, FARMINGDALE, NJ, 07727",44.933143,7.540121,1415 WYCKOFF ROAD,07727,
221904427,UNITED WAY OF GREATER UNION COUNTY INC,,33 W GRAND ST,ELIZABETH,NJ,07202-1410,0,3,3,1000,196904,1,15,602600000,1,1,201708.0,6,6,1,0,8,3789233.0,4733085.0,4713050.0,T70,,Northeast Area,"33 W GRAND ST, ELIZABETH, NJ, 07202",44.933143,7.540121,33 W GRAND ST,07202,"(40.6665292, -74.216333)"
222424011,UNITED WAY OF LIVINGSTON COUNTY INC,,106 MAIN ST,GENESEO,NY,14454-1236,9192,3,9,1000,198703,1,15,600000000,1,1,,1,2,1,0,3,,,,,,Northeast Area,"106 MAIN ST, GENESEO, NY, 14454",42.7939943,-77.8172666,106 MAIN ST,14454,"(42.7939943, -77.8172666)"
222431065,UNITED WAY OF HUNTERDON COUNTY,,4 WALTER E FORAN BLVD STE 401,FLEMINGTON,NJ,08822-4669,0,3,3,1000,198505,1,15,602000000,1,1,201708.0,6,6,1,0,8,2732166.0,1310380.0,1310380.0,T70Z,,Northeast Area,"4 WALTER E FORAN BLVD, FLEMINGTON, NJ, 08822",40.519528,-74.858252,4 WALTER E FORAN BLVD,08822,"(40.519528, -74.858252)"
222558181,UNITED WAYS OF NEW JERSEY INC,% UNITED WAY OF MONMOUTH COUNTY,16 WING DRIVE SUITE 201,CEDAR KNOLLS,NJ,07927-1007,0,3,3,1000,198608,1,16,602600000,1,1,201806.0,0,0,2,0,6,0.0,0.0,0.0,,,Northeast Area,"16 WING DRIVE, CEDAR KNOLLS, NJ, 07927",40.832346,-74.448056,16 WING DRIVE,07927,"(40.832346, -74.448056)"
222774485,UNITED WAY OF LAMOILLE COUNTY INC,,20 MORRISVILLE PLZ,MORRISVILLE,VT,05661-8626,0,3,3,1000,198704,1,15,600000000,1,1,201706.0,5,4,1,0,6,795505.0,400686.0,400686.0,T70Z,,Northeast Area,"20 MORRISVILLE PLZ, MORRISVILLE, VT, 05661",44.5746649,-72.5930651,20 MORRISVILLE PLZ,05661,"(44.5746649, -72.5930651)"
223105267,UNITED WAY OF GREATER ROCHESTER INC,,75 COLLEGE AVE,ROCHESTER,NY,14607-1009,9192,3,9,1000,198703,0,15,0,5,1,201703.0,6,6,3,0,3,4909310.0,2503362.0,2384004.0,,GROUP RETURN,Northeast Area,"75 COLLEGE AVE, ROCHESTER, NY, 14607",43.1593136,-77.5869615,75 COLLEGE AVE,14607,"(43.1593136, -77.5869615)"
223309038,UNITED WAY OF WYOMING COUNTY INC,,106 MAIN ST,GENESEO,NY,14454-1236,9192,3,9,1000,198703,1,15,0,5,1,,0,0,1,0,3,,,,,,Northeast Area,"106 MAIN ST, GENESEO, NY, 14454",42.7939943,-77.8172666,106 MAIN ST,14454,"(42.7939943, -77.8172666)"
226028959,UNITED WAY OF BERGEN COUNTY,,6 FOREST AVE STE 2,PARAMUS,NJ,07652-5245,0,3,3,1000,196502,1,15,600000000,1,1,201703.0,8,8,1,0,3,20076896.0,18080215.0,17930911.0,,COMMUNITY FDN FOR BERGEN COUNTY,Northeast Area,"6 FOREST AVE, PARAMUS, NJ, 07652",40.946374,-74.051188,6 FOREST AVE,07652,"(40.946374, -74.051188)"
226069078,UNITED WAY OF ESSEX AND WEST HUDSON,,60 PARK PLACE 14TH FLOOR,NEWARK,NJ,07102-5511,0,3,3,1000,196504,1,16,600000000,1,1,201706.0,7,6,1,0,6,7864029.0,3851679.0,3797813.0,T70Z,,Northeast Area,"60 PARK PLACE 14TH FLOOR, NEWARK, NJ, 07102",44.933143,7.540121,60 PARK PLACE 14TH FLOOR,07102,
226070498,UNITED WAY OF PASSAIC COUNTY,,60 PARK PL STE 1400,NEWARK,NJ,07102-5510,0,3,3,1000,196603,1,15,600927059,1,1,201712.0,6,5,1,0,12,2044058.0,798771.0,536613.0,T70,,Northeast Area,"60 PARK PL, NEWARK, NJ, 07102",40.7386539,-74.168797454309,60 PARK PL,07102,"(40.7386539, -74.168797454309)"
237147455,UNITED WAY OF AROOSTOOK,,830 MAIN ST UNIT 4,PRESQUE ISLE,ME,04769-2277,0,3,3,1000,195803,1,15,600927602,1,1,201806.0,5,5,1,0,6,557049.0,759713.0,759713.0,,,Northeast Area,"830 MAIN ST, PRESQUE ISLE, ME, 04769",44.933143,7.540121,830 MAIN ST,04769,"(46.69789765, -68.0106106067281)"
272320588,THE UNITED WAY OF GREATER NIAGARA INC,,6420 INDUCON DR W STE B2,SANBORN,NY,14132-9025,0,3,3,1000,201010,1,15,0,1,1,201712.0,6,6,1,0,12,3118912.0,1118180.0,1021642.0,T70,,Northeast Area,"6420 INDUCON DR W, SANBORN, NY, 14132",44.933143,7.540121,6420 INDUCON DR W,14132,
300192082,UNITED WAYS OF VERMONT,% MARYELLEN MENAL,64 PEARL ST,ESSEX JCT,VT,05452-3620,0,3,3,1000,200310,1,15,0,1,1,201703.0,3,5,1,0,3,74921.0,941341.0,941341.0,T127,,Northeast Area,"64 PEARL ST, ESSEX JCT, VT, 05452",44.933143,7.540121,64 PEARL ST,05452,
510550730,UNITED WAY OF JESUS PRAYER CHURCH,% OSLYN CLAUDINE MAXIMAY,54 BLAKE AVE,BROOKLYN,NY,11212-3944,0,3,3,7000,200902,1,10,0,1,1,,0,0,6,0,12,,,,X99,,Northeast Area,"54 BLAKE AVE, BROOKLYN, NY, 11212",40.6641485,-73.9184574443182,54 BLAKE AVE,11212,"(40.6641485, -73.9184574443182)"
541459695,UNITED WAY OF GUJARAT,% BARIN DESAI,76 NATIONAL RD,EDISON,NJ,08817-2809,0,3,3,1200,199405,1,15,530000000,1,1,201711.0,0,0,2,0,11,0.0,0.0,0.0,,,Northeast Area,"76 NATIONAL RD, EDISON, NJ, 08817",40.539319,-74.388582,76 NATIONAL RD,08817,"(40.539319, -74.388582)"
131635294,UNITED WAY WORLDWIDE,,701 NORTH FAIRFAX STREET,ALEXANDRIA,VA,22314-2058,0,3,1,1000,193409,1,15,161180600,1,1,201612.0,9,9,1,0,12,76590363.0,144329382.0,109280056.0,T700,,Mid-Atlantic and Great Lakes Areas,"701 NORTH FAIRFAX STREET, ALEXANDRIA, VA, 22314",44.933143,7.540121,701 NORTH FAIRFAX STREET,22314,"(38.8119236, -77.0403693257016)"
134254191,UNITED WAY OF GREATER STARK COUNTY INC,% NICK MACKLE,401 MARKET AVE N STE 300,CANTON,OH,44702-1502,0,3,3,1000,200308,1,15,0,1,1,201803.0,8,7,1,0,3,15470824.0,8141279.0,6495959.0,T30,,Mid-Atlantic and Great Lakes Areas,"401 MARKET AVE N, CANTON, OH, 44702",40.8289998,-81.366183,401 MARKET AVE N,44702,"(40.8289998, -81.366183)"
136565462,SAMUEL A KLEPPINGER TR FBO UNITED WAY OF LEHIGH UA 032873,% JPMORGAN CHASE BANK,10 S DEARBORN IL1-0111,CHICAGO,IL,60603-2300,0,3,3,1000,199410,1,4,602000000,2,1,201712.0,5,4,0,1,12,735937.0,202091.0,,,,Mid-Atlantic and Great Lakes Areas,"10 S DEARBORN IL1-0111, CHICAGO, IL, 60603",44.933143,7.540121,10 S DEARBORN IL1-0111,60603,
201412874,UNITED WAY OF LINCOLN AND LANCASTER COUNTY FOUNDATION,% SANDRA R RUPP,238 S 13TH ST,LINCOLN,NE,68508-2004,0,3,3,1000,200508,1,17,0,0,1,201706.0,5,4,1,0,6,800694.0,191738.0,83175.0,T11,,Mid-Atlantic and Great Lakes Areas,"238 S 13TH ST, LINCOLN, NE, 68508",40.7908315,-96.7028332,238 S 13TH ST,68508,"(40.7908315, -96.7028332)"
202649556,UNITED WAY OF FORSYTH COUNTY FOUNDATION,% RON DRAGO,301 N MAIN ST,WINSTON-SALEM,NC,27101-3836,0,3,3,1000,200511,1,17,0,1,1,201706.0,8,4,1,0,6,13012313.0,175736.0,175736.0,T11,,Mid-Atlantic and Great Lakes Areas,"301 N MAIN ST, WINSTON-SALEM, NC, 27101",36.0981618,-80.2435019,301 N MAIN ST,27101,"(36.0981618, -80.2435019)"
203099071,UNITED WAY FOR SOUTHEASTERN MICHIGAN,,660 WOODWARD AVE STE 300,DETROIT,MI,48226-3504,0,3,3,1000,200510,1,15,0,1,1,201706.0,9,9,1,0,6,77653788.0,79831689.0,60221210.0,M20,,Mid-Atlantic and Great Lakes Areas,"660 WOODWARD AVE, DETROIT, MI, 48226",42.3310799,-83.0460237,660 WOODWARD AVE,48226,"(42.3310799, -83.0460237)"
205575556,UNITED WAY OF GREATER CLEVELAND,% DEBORAH OCONNOR,209 CENTER STREET,CHARDON,OH,44024-1189,5378,3,9,1000,196004,1,15,0,1,1,201706.0,6,6,1,0,6,1391950.0,1411184.0,1411184.0,T70,UNITED WAY OF GEAUGA COUNTY,Mid-Atlantic and Great Lakes Areas,"209 CENTER STREET, CHARDON, OH, 44024",41.5859367,-81.21729,209 CENTER STREET,44024,"(41.5859367, -81.21729)"
226022975,TW TJ MUMFORD UNITED WAY 200146,% UNITED NATIONAL BANK,100 S COMMONS STE 116,PITTSBURGH,PA,15212-5359,0,92,3,1000,200603,0,0,0,6,12,201712.0,3,1,0,1,12,95949.0,8828.0,,,,Mid-Atlantic and Great Lakes Areas,"100 S COMMONS, PITTSBURGH, PA, 15212",40.449984,-80.0067863,100 S COMMONS,15212,"(40.449984, -80.0067863)"
231252087,UNITED WAY OF MIFFLIN JUNIATA,,13 E 3RD ST,LEWISTOWN,PA,17044-1704,0,3,3,1000,197203,1,15,600927000,1,1,201706.0,5,4,1,0,6,678262.0,489322.0,489322.0,,,Mid-Atlantic and Great Lakes Areas,"13 E 3RD ST, LEWISTOWN, PA, 17044",44.933143,7.540121,13 E 3RD ST,17044,
231352003,UNITED WAY OF BLAIR COUNTY INC,,208 HOLLIDAYSBURG PLZ,DUNCANSVILLE,PA,16635-8411,0,3,3,1000,194210,1,15,600000000,1,1,201706.0,5,5,1,0,6,748880.0,726939.0,726939.0,,,Mid-Atlantic and Great Lakes Areas,"208 HOLLIDAYSBURG PLZ, DUNCANSVILLE, PA, 16635",44.933143,7.540121,208 HOLLIDAYSBURG PLZ,16635,
231352093,UNITED WAY OF LANCASTER COUNTY,,630 JANET AVE,LANCASTER,PA,17601-4527,0,3,3,1000,200706,1,15,600927000,1,1,201706.0,7,7,1,0,6,8743465.0,7618840.0,6486610.0,A12,,Mid-Atlantic and Great Lakes Areas,"630 JANET AVE, LANCASTER, PA, 17601",40.057765,-76.292778,630 JANET AVE,17601,"(40.057765, -76.292778)"
231352095,UNITED WAY OF THE CAPITAL REGION,% DEBORAH BRADY,2235 MILLENNIUM WAY,ENOLA,PA,17025-1497,0,3,2,1000,195510,1,15,600927000,1,1,201803.0,8,8,1,0,3,28211297.0,11883090.0,11883090.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"2235 MILLENNIUM WAY, ENOLA, PA, 17025",44.933143,7.540121,2235 MILLENNIUM WAY,17025,
231352588,UNITED WAY OF YORK COUNTY,% ROBERT J WOODS,800 E KING STREET,YORK,PA,17403-1781,0,3,3,1000,198012,1,15,1560600,1,1,201803.0,7,7,1,0,3,8715032.0,6787461.0,6492441.0,,,Mid-Atlantic and Great Lakes Areas,"800 E KING STREET, YORK, PA, 17403",39.9613679,-76.7259901,800 E KING STREET,17403,"(39.9613679, -76.7259901)"
231409706,UNITED WAY OF BUCKS COUNTY,,413 HOOD BLVD,FAIRLESS HLS,PA,19030-2901,0,3,3,1000,195406,1,15,600927602,1,1,201612.0,6,6,1,0,12,2821998.0,4878959.0,4027238.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"413 HOOD BLVD, FAIRLESS HLS, PA, 19030",44.933143,7.540121,413 HOOD BLVD,19030,
231552261,UNITED WAY OF CARLISLE & CUMBERLAND COUNTY,,145 S HANOVER ST,CARLISLE,PA,17013-3437,0,3,3,1000,197111,1,15,927602000,1,1,201706.0,6,6,1,0,6,2672221.0,2101899.0,1781174.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"145 S HANOVER ST, CARLISLE, PA, 17013",40.2013658,-77.1891339,145 S HANOVER ST,17013,"(40.2013658, -77.1891339)"
231556045,UNITED WAY OF GREATER PHILADELPHIA AND SOUTHERN NEW JERSEY,% KAREN CLEARY,1709 BENJAMIN FRANKLIN,PHILADELPHIA,PA,19103-1206,3293,3,6,1200,199107,1,15,123000000,1,1,201706.0,9,9,1,0,6,102965625.0,69040685.0,58538450.0,T700,,Mid-Atlantic and Great Lakes Areas,"1709 BENJAMIN FRANKLIN, PHILADELPHIA, PA, 19103",44.933143,7.540121,1709 BENJAMIN FRANKLIN,19103,
231576820,NORTH PENN UNITED WAY,,1709 BENJAMIN FRANKLIN PKWY,PHILADELPHIA,PA,19103-1206,0,3,3,1000,197208,1,15,602000000,1,1,201706.0,6,6,1,0,7,2037914.0,2248529.0,2226592.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"1709 BENJAMIN FRANKLIN PKWY, PHILADELPHIA, PA, 19103",39.95664075,-75.1681985808987,1709 BENJAMIN FRANKLIN PKWY,19103,"(39.95664075, -75.1681985808987)"
231672348,UNITED WAY OF PENNSYLVANIA,,909 GREEN STREET,HARRISBURG,PA,17102-2927,0,3,3,1200,196703,1,15,59179000,1,1,201712.0,4,4,1,0,12,408574.0,443225.0,443225.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"909 GREEN STREET, HARRISBURG, PA, 17102",40.2664498,-76.8876522,909 GREEN STREET,17102,"(40.2664498, -76.8876522)"
231697631,GREATER SUSQUEHANNA VALLEY UNITED WAY,,228 ARCH ST,SUNBURY,PA,17801-2221,0,3,3,1000,196812,1,15,600602000,1,1,201706.0,6,5,1,0,6,1905229.0,937553.0,896578.0,T70,,Mid-Atlantic and Great Lakes Areas,"228 ARCH ST, SUNBURY, PA, 17801",40.8630617,-76.7919006,228 ARCH ST,17801,"(40.8630617, -76.7919006)"
231702298,WYOMING COUNTY UNITED WAY INC,,119 WARREN ST,TUNKHANNOCK,PA,18657-1311,0,3,3,1000,199005,1,15,600000000,1,1,201612.0,5,5,1,0,12,869967.0,581945.0,555159.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"119 WARREN ST, TUNKHANNOCK, PA, 18657",41.5379062,-75.9487377,119 WARREN ST,18657,"(41.5379062, -75.9487377)"
231999071,SCHUYLKILL UNITED WAY,,9 N CENTRE ST,POTTSVILLE,PA,17901-2925,0,3,3,1000,197609,1,15,600000000,1,1,201712.0,6,6,1,0,12,1155798.0,1076908.0,1076908.0,,,Mid-Atlantic and Great Lakes Areas,"9 N CENTRE ST, POTTSVILLE, PA, 17901",44.933143,7.540121,9 N CENTRE ST,17901,
232077784,UNITED WAY OF BRADFORD COUNTY,,95 JOHN MERRILL PARKWAY,TOWANDA,PA,18848-0000,0,3,3,1000,197908,1,15,600000000,1,1,201612.0,5,5,1,0,12,885147.0,608975.0,608975.0,,,Mid-Atlantic and Great Lakes Areas,"95 JOHN MERRILL PARKWAY, TOWANDA, PA, 18848",44.933143,7.540121,95 JOHN MERRILL PARKWAY,18848,
232131877,UNITED WAY OF CHESTER COUNTY,,495 THOMAS JONES WAY STE 302,EXTON,PA,19341-2553,0,3,3,1000,198407,1,15,600602000,1,1,201706.0,6,6,1,0,6,2845731.0,4244759.0,4218330.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"495 THOMAS JONES WAY, EXTON, PA, 19341",44.933143,7.540121,495 THOMAS JONES WAY,19341,
232604830,UNITED WAY OF CARBON COUNTY,,1110 AMERICAN PKWY NE STE F120,ALLENTOWN,PA,18109-9148,0,3,3,1000,199010,1,15,600000000,1,1,201512.0,2,3,1,0,12,21404.0,52933.0,52933.0,T70,,Mid-Atlantic and Great Lakes Areas,"1110 AMERICAN PKWY NE, ALLENTOWN, PA, 18109",40.6306073,-75.4454221,1110 AMERICAN PKWY NE,18109,"(40.6306073, -75.4454221)"
232657933,UNITED WAY OF THE GREATER LEHIGH VALLEY,,1110 AMERICAN PKWY NE STE F-120,ALLENTOWN,PA,18109-9148,3751,3,6,1000,199109,1,15,408000000,1,1,201706.0,8,8,1,0,6,10955573.0,13410415.0,12826758.0,T70,,Mid-Atlantic and Great Lakes Areas,"1110 AMERICAN PKWY NE, ALLENTOWN, PA, 18109",40.6306073,-75.4454221,1110 AMERICAN PKWY NE,18109,"(40.6306073, -75.4454221)"
233025771,UNITED WAY OF THE GREATER LEHIGH VALLEY,% DEBRA KLOCEK,1110 AMERICAN PARKWAY NE NO F-120,ALLENTOWN,PA,18109-9148,3751,3,9,1000,199109,0,17,0,1,1,201706.0,1,0,2,0,6,1.0,0.0,0.0,,PROMISE NEIGHBORHOODS OF THE LEHIGH,Mid-Atlantic and Great Lakes Areas,"1110 AMERICAN PARKWAY NE, ALLENTOWN, PA, 18109",40.6306073,-75.4454221,1110 AMERICAN PARKWAY NE,18109,"(40.6306073, -75.4454221)"
236395495,UNITED WAY OF THE BOYERTOWN AREA,,39 E PHILADELPHIA AVE,BOYERTOWN,PA,19512-1174,0,3,3,1000,198502,1,15,600602000,1,1,201612.0,4,4,1,0,12,276694.0,258862.0,255079.0,,,Mid-Atlantic and Great Lakes Areas,"39 E PHILADELPHIA AVE, BOYERTOWN, PA, 19512",40.33233,-75.6356763,39 E PHILADELPHIA AVE,19512,"(40.33233, -75.6356763)"
236430434,LOWER ANTHRACITE REGION UNITED WAY,,335 MARKET ST STE 2,SUNBURY,PA,17801-3411,0,3,3,1000,196708,1,16,600927602,1,1,201612.0,4,3,2,0,12,155314.0,39900.0,39900.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"335 MARKET ST, SUNBURY, PA, 17801",40.8622001,-76.7937729,335 MARKET ST,17801,"(40.8622001, -76.7937729)"
236684378,UNITED WAY ENDOWMENT FUND OF CARLISLE PENNSYLVANIA,% M & T TRUST CO,145 S HANOVER ST,CARLISLE,PA,17013-3437,0,3,3,1000,198912,1,17,602922000,2,1,201706.0,6,6,1,0,6,2483963.0,1382489.0,167107.0,,FARMERS TRUST CO TTEE,Mid-Atlantic and Great Lakes Areas,"145 S HANOVER ST, CARLISLE, PA, 17013",40.2013658,-77.1891339,145 S HANOVER ST,17013,"(40.2013658, -77.1891339)"
237089211,UNITED WAY FOUNDATION OF HANCOCK COUNTY INC,,245 STANFORD PKWY,FINDLAY,OH,45840-1733,0,3,3,1000,197012,1,15,927602000,1,1,201703.0,6,2,2,0,3,1450905.0,24400.0,9163.0,,,Mid-Atlantic and Great Lakes Areas,"245 STANFORD PKWY, FINDLAY, OH, 45840",41.047643,-83.6756355,245 STANFORD PKWY,45840,"(41.047643, -83.6756355)"
237098805,LENOIR COUNTY UNITED WAY,,327 N QUEEN ST STE 112,KINSTON,NC,28501-4986,0,3,3,1000,195509,1,15,602000000,5,1,201712.0,5,5,1,0,12,954837.0,553551.0,553551.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"327 N QUEEN ST, KINSTON, NC, 28501",35.2641,-77.5810736,327 N QUEEN ST,28501,"(35.2641, -77.5810736)"
237101039,UNITED WAY OF CENTRAL KANE COUNTY,,44 E GALENA BLVD,AURORA,IL,60505-3314,0,3,3,1000,197103,1,15,600602000,1,1,201607.0,0,0,1,0,6,0.0,0.0,0.0,,,Mid-Atlantic and Great Lakes Areas,"44 E GALENA BLVD, AURORA, IL, 60505",41.7530746,-88.3015581,44 E GALENA BLVD,60505,"(41.7530746, -88.3015581)"
237110762,UNITED WAY OF GREATER CLEVELAND,,728 E SMITH RD STE D,MEDINA,OH,44256-2662,5378,3,9,1000,196004,1,15,927602000,5,1,201706.0,6,6,1,0,12,1096305.0,1158345.0,1155239.0,T70,UNITED WAY OF MEDINA COUNTY,Mid-Atlantic and Great Lakes Areas,"728 E SMITH RD, MEDINA, OH, 44256",41.1303075,-81.8169984,728 E SMITH RD,44256,"(41.1303075, -81.8169984)"
237112548,UNITED WAY OF HAYWOOD COUNTY INC,,1233 N MAIN ST,WAYNESVILLE,NC,28786-2599,0,3,3,1000,197104,1,15,602000000,1,1,201806.0,5,4,1,0,6,649386.0,294994.0,294994.0,,,Mid-Atlantic and Great Lakes Areas,"1233 N MAIN ST, WAYNESVILLE, NC, 28786",35.4922627,-82.9868197,1233 N MAIN ST,28786,"(35.4922627, -82.9868197)"
237112549,UNITED WAY OF WEXFORD-MISSAUKEE COUNTIES,,421 S MITCHELL ST STE 1,CADILLAC,MI,49601-2585,0,3,3,1000,195503,1,15,600000000,5,1,201703.0,4,4,1,0,3,254233.0,209631.0,187972.0,,,Mid-Atlantic and Great Lakes Areas,"421 S MITCHELL ST, CADILLAC, MI, 49601",44.2475251,-85.3970979,421 S MITCHELL ST,49601,"(44.2475251, -85.3970979)"
237113927,VAN BUREN COUNTY UNITED WAY,% CUTTING & CUTTING P C,181 W MICHIGAN AVE STE 4,PAW PAW,MI,49079-1432,0,3,3,1000,197106,1,15,602561000,5,1,201712.0,4,4,1,0,12,264797.0,200989.0,200989.0,,VAN BUREN COUNTY UNITED WAY,Mid-Atlantic and Great Lakes Areas,"181 W MICHIGAN AVE, PAW PAW, MI, 49079",42.2169663,-85.9016647,181 W MICHIGAN AVE,49079,"(42.2169663, -85.9016647)"
237114627,BERWICK AREA UNITED WAY,,139 REAR EAST SECOND STREET,BERWICK,PA,18603-0000,0,3,3,1000,195702,1,15,602000000,1,1,201612.0,4,4,1,0,12,487918.0,313008.0,313008.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"139 REAR EAST SECOND STREET, BERWICK, PA, 18603",44.933143,7.540121,139 REAR EAST SECOND STREET,18603,
